Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
RES_02369,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 0 years in computer science projects and software engineering practice.",B.Sc CS,0,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_02370,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_02371,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_02372,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech ECE,4,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_02373,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 0 years in computer science projects and software engineering practice.",M.Tech CSE,0,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_02374,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech CSE,0,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_02375,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 1 years in computer science projects and software engineering practice.",B.Sc CS,1,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_02376,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 0 years in computer science projects and software engineering practice.",B.Sc CS,0,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_02377,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech CSE,0,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_02378,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech IT,2,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_02379,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech CSE,4,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_02380,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech IT,3,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_02381,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 0 years in computer science projects and software engineering practice.",M.Tech CSE,0,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_02382,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 1 years in computer science projects and software engineering practice.",M.Tech CSE,1,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_02383,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_02384,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_02385,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_02386,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_02387,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech CSE,1,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_02388,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 0 years in computer science projects and software engineering practice.",M.Tech CSE,0,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_02389,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech CSE,2,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_02390,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech IT,3,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
